date	precio
20210518	20.5158
20210517	20.3179
20210514	20.3614
20210513	20.0438
20210512	19.8245
20210511	19.8609
20210510	19.9636
20210507	20.1329
20210506	20.3177
20210505	20.0258
20210504	19.8022
20210503	19.479
20210430	19.4383
20210429	19.4623
20210428	19.4169
20210427	19.3669
20210426	19.2183
20210423	19.1018
20210422	18.8012
20210421	18.7693
20210420	18.8096
20210419	18.9202
20210416	19.0217
20210415	19.1183
20210414	19
20210413	18.9234
20210412	18.9444
20210409	19.1328
20210408	18.8014
20210407	18.7503
20210406	18.6531
20210405	18.7231
20210331	18.812
20210330	18.8986
20210329	18.987
20210326	18.8516
20210325	18.8539
20210324	18.8296
20210323	18.7672
20210322	18.7694
20210319	18.8399
20210318	18.8689
20210317	18.8775
20210316	19.0511
20210312	19.268
20210311	19.2989
20210310	19.2394
20210309	19.3546
20210308	19.4433
20210305	19.3609
20210304	19.2137
20210303	19.1792
20210302	19.1258
20210301	19.0659
20210226	18.9354
20210225	18.6697
20210224	18.8339
20210223	18.8672
20210222	18.8176
20210219	18.8784
20210218	19.0305
20210217	19.0615
20210216	19.01
20210215	19.2339
20210212	18.9973
20210211	19.1801
20210210	18.9273
20210209	18.6511
20210208	18.4542
20210205	18.4631
20210204	18.5433
20210203	18.5725
20210202	18.6349
20210129	18.5899
20210128	18.6457
20210127	18.5413
20210126	18.5515
20210125	18.6234
20210122	18.7709
20210121	18.8506
20210120	19.0761
20210119	19.0694
20210118	19.079
20210115	18.91
20210114	18.8763
20210113	18.836
20210112	18.8854
20210111	18.8241
20210108	18.9632
20210107	19.0559
20210106	19.1563
20210105	19.0719
20210104	19.2513
20201231	19.4284
20201230	19.5974
20201229	20.1453
20201228	19.6912
20201224	19.8633
20201223	20.0553
20201222	19.8754
20201221	20.0908
20201218	20.1264
20201217	20.3689
20201216	20.3937
20201215	20.5531
20201214	20.6968
20201211	20.716
20201210	20.6953
20201209	20.6259
20201208	20.596
20201207	20.4722
20201204	20.5281
20201203	20.46
20201202	20.3129
20201201	20.3863
20201130	19.9934
20201127	19.8662
20201126	19.9759
20201125	19.7322
20201124	19.7499
20201123	19.5915
20201120	19.5608
20201119	19.7048
20201118	19.7661
20201117	19.7528
20201113	19.9054
20201112	19.9319
20201111	19.7033
20201110	19.7094
20201109	19.7854
20201106	19.5214
20201105	19.3539
20201104	19.2989
20201103	19.5387
20201030	19.5781
20201029	19.4232
20201028	19.2017
20201027	19.1223
20201026	19.0943
20201023	18.7878
20201022	18.6847
20201021	18.8644
20201020	19.053
20201019	18.8139
20201016	18.8628
20201015	18.621
20201014	18.2819
20201013	18.0333
20201012	17.9787
20201009	18.0394
20201008	18.087
20201007	18.1353
20201006	18.2018
20201005	18.2882
20201002	18.2753
20201001	18.2888
20200930	18.1081
20200929	18.2244
20200928	18.2044
20200925	18.2967
20200924	18.2709
20200923	18.3445
20200922	18.3268
20200921	18.5364
20200918	18.5078
20200917	18.6001
20200915	18.7614
20200914	18.7216
20200911	18.7023
20200910	18.5854
20200909	18.5604
20200908	18.6199
20200907	18.5812
20200904	18.7148
20200903	18.7922
20200902	18.7246
20200901	18.8838
20200831	18.8909
20200828	18.861
20200827	18.8331
20200826	18.7902
20200825	18.6456
20200824	18.5659
20200821	18.6574
20200820	18.6518
20200819	18.6594
20200818	18.536
20200817	18.4797
20200814	18.5159
20200813	18.6025
20200812	18.6269
20200811	18.6703
20200810	18.8623
20200807	18.8815
20200806	18.6492
20200805	18.7009
20200804	18.5248
20200803	18.4004
20200731	18.6069
20200730	18.6982
20200729	18.6196
20200728	18.4672
20200727	18.478
20200724	18.5178
20200723	18.798
20200722	18.7118
20200721	18.5813
20200720	18.6361
20200717	18.655
20200716	18.8362
20200715	18.8113
20200714	19.0446
20200713	19.3433
20200710	19.2405
20200709	19.3065
20200708	19.2323
20200707	19.2737
20200706	19.2427
20200703	19.3717
20200702	19.4899
20200701	19.6629
20200630	19.7354
20200629	19.7867
20200626	19.7223
20200625	19.5848
20200624	19.3962
20200623	19.2291
20200622	19.1913
20200619	19.0289
20200618	19.1289
20200617	19.1202
20200616	19.1391
20200615	18.974
20200612	18.9445
20200611	18.9315
20200610	18.8897
20200609	18.6958
20200608	18.642
20200605	18.6399
20200604	18.6229
20200603	18.519
20200602	18.5848
20200601	18.52
20200529	18.5379
20200528	18.6041
20200527	18.74
20200526	18.8242
20200525	18.9724
20200522	19.1224
20200521	19.2268
20200520	19.1334
20200519	19.168
20200518	19.0526
20200515	19.09
20200514	19.0718
20200513	19.1349
20200512	19.0814
20200511	19.185
20200508	19.1241
20200507	19.1478
20200506	19.2188
20200505	19.1474
20200504	19.096
20200430	19.077
20200429	19.2009
20200428	19.0489
20200427	19.008
20200424	18.8248
20200423	18.8869
20200422	19.0117
20200421	19.0753
20200420	18.9008
20200417	18.7631
20200416	18.718
20200415	18.6327
20200414	18.6646
20200413	18.5522
20200408	18.306
20200407	18.2282
20200406	18.2113
20200403	18.2337
20200402	18.159
20200401	18.1979
20200331	18.13
20200330	17.9933
20200327	17.8831
20200326	17.7487
20200325	17.8545
20200324	17.7009
20200323	17.7643
20200320	17.761
20200319	17.6857
20200318	17.7278
20200317	17.7836
20200313	17.781
20200312	17.6443
20200311	17.7331
20200310	17.6965
20200309	17.8136
20200306	17.836
20200305	17.8683
20200304	17.7861
20200303	17.8145
20200302	17.7753
20200228	17.876
20200227	17.8049
20200226	17.6205
20200225	17.6977
20200224	17.7113
20200221	17.6458
20200220	17.6501
20200219	17.8584
20200218	17.7324
20200217	17.716
20200214	17.8483
20200213	17.7755
20200212	17.847
20200211	17.9073
20200210	17.9671
20200207	17.916
20200206	17.9641
20200205	17.8798
20200204	17.8733
20200131	17.8696
20200130	17.8108
20200129	17.8646
20200128	17.7435
20200127	17.6886
20200124	17.7561
20200123	17.7492
20200122	17.6893
20200121	17.5618
20200120	17.526
20200117	17.4937
20200116	17.5134
20200115	17.5836
20200114	17.5613
20200113	17.7422
20200110	17.7708
20200109	17.9482
20200108	17.9751
20200107	18.1394
20200106	18.3227
20200103	18.3556
20200102	18.2036
20191231	18.2064
20191230	18.0626
20191227	18.0279
20191226	17.8973
20191224	17.9862
20191223	17.8775
20191220	17.99
20191219	18.127
20191218	18.157
20191217	18.1167
20191216	17.9519
20191213	17.9321
20191211	18.1154
20191210	17.9343
20191209	18.0725
20191206	18.1802
20191205	18.1939
20191204	18.1946
20191203	18.2278
20191202	18.2762
20191129	18.3819
20191128	18.6204
20191127	18.5941
20191126	18.6909
20191125	18.6643
20191122	18.5121
20191121	18.4849
20191120	18.4185
20191119	18.5689
20191115	18.615
20191114	18.6633
20191113	18.6859
20191112	18.8898
20191111	18.6761
20191108	18.6183
20191107	18.67
20191106	18.7594
20191105	18.9039
20191104	18.9587
20191101	19.1364
20191031	19.1164
20191030	19.0137
20191029	19.0019
20191028	18.8031
20191025	18.7731
20191024	18.9594
20191023	19.067
20191022	19.1119
20191021	18.9225
20191018	18.6521
20191017	18.8413
20191016	18.8187
20191015	18.8374
20191014	18.4863
20191011	18.5582
20191010	18.7528
20191009	18.7646
20191008	18.6923
20191007	18.656
20191004	18.7696
20191003	18.7192
20191002	18.8334
20191001	18.732
20190930	18.7955
20190927	18.7079
20190926	18.8092
20190925	18.8853
20190924	18.8661
20190923	18.8528
20190920	18.9877
20190919	19.0837
20190918	19.107
20190917	19.117
20190913	19.173
20190912	19.4493
20190911	19.6543
20190910	19.5803
20190909	19.6279
20190906	19.7974
